lat,lon,timezone,timezone_offset,hourly,current.dt,current.sunrise,current.sunset,current.temp,current.feels_like,current.pressure,current.humidity,current.dew_point,current.uvi,current.clouds,current.visibility,current.wind_speed,current.wind_deg,current.wind_gust,current.weather,current.rain.1h
31,64,Asia/Kabul,16200,"[{'dt': 1691625600, 'temp': 27.58, 'feels_like': 26.49, 'pressure': 1001, 'humidity': 21, 'dew_point': 3.31, 'uvi': 0, 'clouds': 0, 'visibility': 10000, 'wind_speed': 4.9, 'wind_deg': 209, 'wind_gust': 7.5, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]}, {'dt': 1691629200, 'temp': 26.71, 'feels_like': 26, 'pressure': 1001, 'humidity': 23, 'dew_point': 3.88, 'uvi': 0, 'clouds': 0, 'visibility': 10000, 'wind_speed': 4.42, 'wind_deg': 203, 'wind_gust': 5.91, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]}, {'dt': 1691632800, 'temp': 26.98, 'feels_like': 26.16, 'pressure': 1002, 'humidity': 23, 'dew_point': 4.11, 'uvi': 0.3, 'clouds': 0, 'visibility': 10000, 'wind_speed': 5.03, 'wind_deg': 207, 'wind_gust': 8.22, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691636400, 'temp': 29.39, 'feels_like': 27.76, 'pressure': 1002, 'humidity': 20, 'dew_point': 4.11, 'uvi': 1.28, 'clouds': 0, 'visibility': 10000, 'wind_speed': 7.42, 'wind_deg': 217, 'wind_gust': 7.9, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691640000, 'temp': 31.26, 'feels_like': 29.23, 'pressure': 1002, 'humidity': 18, 'dew_point': 4.14, 'uvi': 3.21, 'clouds': 0, 'visibility': 10000, 'wind_speed': 6.45, 'wind_deg': 221, 'wind_gust': 6.8, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691643600, 'temp': 33.82, 'feels_like': 31.44, 'pressure': 1002, 'humidity': 15, 'dew_point': 3.6, 'uvi': 5.85, 'clouds': 0, 'visibility': 10000, 'wind_speed': 5.33, 'wind_deg': 233, 'wind_gust': 5.51, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691647200, 'temp': 35.9, 'feels_like': 33.31, 'pressure': 1002, 'humidity': 13, 'dew_point': 3.2, 'uvi': 8.48, 'clouds': 0, 'visibility': 10000, 'wind_speed': 5.41, 'wind_deg': 235, 'wind_gust': 5.4, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691650800, 'temp': 37.56, 'feels_like': 34.85, 'pressure': 1001, 'humidity': 12, 'dew_point': 3.35, 'uvi': 10.48, 'clouds': 0, 'visibility': 10000, 'wind_speed': 5.53, 'wind_deg': 235, 'wind_gust': 5.31, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691654400, 'temp': 38.79, 'feels_like': 35.95, 'pressure': 1000, 'humidity': 11, 'dew_point': 3.06, 'uvi': 10.85, 'clouds': 0, 'visibility': 10000, 'wind_speed': 5.02, 'wind_deg': 234, 'wind_gust': 4.6, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691658000, 'temp': 39.8, 'feels_like': 36.8, 'pressure': 999, 'humidity': 10, 'dew_point': 2.48, 'uvi': 9.65, 'clouds': 0, 'visibility': 10000, 'wind_speed': 4.62, 'wind_deg': 231, 'wind_gust': 4.01, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691661600, 'temp': 40.43, 'feels_like': 37.23, 'pressure': 999, 'humidity': 9, 'dew_point': 1.48, 'uvi': 7.22, 'clouds': 0, 'visibility': 10000, 'wind_speed': 4.01, 'wind_deg': 225, 'wind_gust': 3.9, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691665200, 'temp': 40.83, 'feels_like': 37.61, 'pressure': 998, 'humidity': 9, 'dew_point': 1.77, 'uvi': 4.45, 'clouds': 0, 'visibility': 10000, 'wind_speed': 3.89, 'wind_deg': 218, 'wind_gust': 3.91, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691668800, 'temp': 40.93, 'feels_like': 37.71, 'pressure': 998, 'humidity': 9, 'dew_point': 1.85, 'uvi': 2.08, 'clouds': 0, 'visibility': 10000, 'wind_speed': 4.23, 'wind_deg': 216, 'wind_gust': 3.93, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}, {'dt': 1691672400, 'temp': 40.46, 'feels_like': 37.26, 'pressure': 998, 'humidity': 9, 'dew_point': 1.5, 'uvi': 0.65, 'clouds': 0, 'visibility': 10000, 'wind_speed': 4.48, 'wind_deg': 216, 'wind_gust': 4.02, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}]",1691673124,1691629590,1691677950,40.46,37.26,998,9,1.5,0.65,0,10000,4.48,216,4.02,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",
40,-73,Etc/GMT+5,-18000,"[{'dt': 1691625600, 'temp': 24.29, 'feels_like': 24.76, 'pressure': 1008, 'humidity': 76, 'dew_point': 19.79, 'uvi': 0, 'clouds': 0, 'visibility': 10000, 'wind_speed': 6.74, 'wind_deg': 230, 'wind_gust': 9.1, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]}, {'dt': 1691629200, 'temp': 24.51, 'feels_like': 24.95, 'pressure': 1008, 'humidity': 74, 'dew_point': 19.57, 'uvi': 0, 'clouds': 0, 'visibility': 10000, 'wind_speed': 6.6, 'wind_deg': 242, 'wind_gust': 9.11, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]}, {'dt': 1691632800, 'temp': 24.59, 'feels_like': 25.04, 'pressure': 1009, 'humidity': 74, 'dew_point': 19.65, 'uvi': 0, 'clouds': 0, 'visibility': 10000, 'wind_speed': 6.42, 'wind_deg': 258, 'wind_gust': 9.52, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]}, {'dt': 1691636400, 'temp': 24.29, 'feels_like': 24.81, 'pressure': 1009, 'humidity': 78, 'dew_point': 20.21, 'uvi': 0, 'clouds': 2, 'visibility': 10000, 'wind_speed': 6.72, 'wind_deg': 253, 'wind_gust': 10.1, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]}, {'dt': 1691640000, 'temp': 23.96, 'feels_like': 24.47, 'pressure': 1009, 'humidity': 79, 'dew_point': 20.09, 'uvi': 0, 'clouds': 1, 'visibility': 10000, 'wind_speed': 6.8, 'wind_deg': 266, 'wind_gust': 10.1, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]}, {'dt': 1691643600, 'temp': 23.72, 'feels_like': 24.26, 'pressure': 1009, 'humidity': 81, 'dew_point': 20.27, 'uvi': 0, 'clouds': 21, 'visibility': 10000, 'wind_speed': 5.46, 'wind_deg': 260, 'wind_gust': 8.91, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]}, {'dt': 1691647200, 'temp': 23.7, 'feels_like': 24.27, 'pressure': 1009, 'humidity': 82, 'dew_point': 20.44, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 5.46, 'wind_deg': 259, 'wind_gust': 8.9, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691650800, 'temp': 23.66, 'feels_like': 24.2, 'pressure': 1008, 'humidity': 81, 'dew_point': 20.21, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.07, 'wind_deg': 257, 'wind_gust': 9.01, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691654400, 'temp': 23.49, 'feels_like': 24.04, 'pressure': 1008, 'humidity': 82, 'dew_point': 20.24, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 5.77, 'wind_deg': 254, 'wind_gust': 8.8, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'rain': {'1h': 0.19}}, {'dt': 1691658000, 'temp': 23.6, 'feels_like': 24.1, 'pressure': 1008, 'humidity': 80, 'dew_point': 19.95, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 5.65, 'wind_deg': 249, 'wind_gust': 8.01, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'rain': {'1h': 0.19}}, {'dt': 1691661600, 'temp': 23.53, 'feels_like': 24.05, 'pressure': 1007, 'humidity': 81, 'dew_point': 20.08, 'uvi': 0, 'clouds': 100, 'visibility': 6392, 'wind_speed': 4.76, 'wind_deg': 251, 'wind_gust': 5.9, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691665200, 'temp': 23.43, 'feels_like': 23.97, 'pressure': 1007, 'humidity': 82, 'dew_point': 20.18, 'uvi': 0.28, 'clouds': 85, 'visibility': 10000, 'wind_speed': 3.9, 'wind_deg': 238, 'wind_gust': 4.41, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691668800, 'temp': 23.33, 'feels_like': 23.91, 'pressure': 1008, 'humidity': 84, 'dew_point': 20.47, 'uvi': 1.05, 'clouds': 87, 'visibility': 10000, 'wind_speed': 3.84, 'wind_deg': 222, 'wind_gust': 4.73, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691672400, 'temp': 24.06, 'feels_like': 24.58, 'pressure': 1008, 'humidity': 79, 'dew_point': 20.19, 'uvi': 1.86, 'clouds': 100, 'visibility': 10000, 'wind_speed': 5.21, 'wind_deg': 211, 'wind_gust': 7.62, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'rain': {'1h': 0.13}}]",1691673124,1691661518,1691711776,24.06,24.58,1008,79,20.19,1.86,100,10000,5.21,211,7.62,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",0.13
-31,-64,America/Argentina/Cordoba,-10800,"[{'dt': 1691625600, 'temp': 12.46, 'feels_like': 11.67, 'pressure': 1012, 'humidity': 73, 'dew_point': 7.76, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 3.48, 'wind_deg': 340, 'wind_gust': 4.6, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691629200, 'temp': 12.28, 'feels_like': 11.47, 'pressure': 1012, 'humidity': 73, 'dew_point': 7.59, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 3.33, 'wind_deg': 326, 'wind_gust': 4.61, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691632800, 'temp': 12.56, 'feels_like': 11.8, 'pressure': 1011, 'humidity': 74, 'dew_point': 8.06, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 3.5, 'wind_deg': 335, 'wind_gust': 5.92, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691636400, 'temp': 12.36, 'feels_like': 11.66, 'pressure': 1011, 'humidity': 77, 'dew_point': 8.45, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 4.05, 'wind_deg': 348, 'wind_gust': 9.5, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691640000, 'temp': 12.23, 'feels_like': 11.62, 'pressure': 1010, 'humidity': 81, 'dew_point': 9.07, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 3.81, 'wind_deg': 346, 'wind_gust': 9.3, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691643600, 'temp': 12.19, 'feels_like': 11.68, 'pressure': 1010, 'humidity': 85, 'dew_point': 9.75, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 3.82, 'wind_deg': 343, 'wind_gust': 9.31, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691647200, 'temp': 12.67, 'feels_like': 12.13, 'pressure': 1009, 'humidity': 82, 'dew_point': 9.68, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 4.93, 'wind_deg': 3, 'wind_gust': 12.6, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691650800, 'temp': 13.53, 'feels_like': 12.98, 'pressure': 1007, 'humidity': 78, 'dew_point': 9.77, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.14, 'wind_deg': 9, 'wind_gust': 14.01, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691654400, 'temp': 13.36, 'feels_like': 12.87, 'pressure': 1006, 'humidity': 81, 'dew_point': 10.17, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 5.95, 'wind_deg': 1, 'wind_gust': 14.5, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691658000, 'temp': 13.67, 'feels_like': 13.13, 'pressure': 1006, 'humidity': 78, 'dew_point': 9.91, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 5.85, 'wind_deg': 0, 'wind_gust': 14.51, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691661600, 'temp': 13.7, 'feels_like': 13.14, 'pressure': 1005, 'humidity': 77, 'dew_point': 9.75, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.28, 'wind_deg': 4, 'wind_gust': 14.9, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691665200, 'temp': 13.7, 'feels_like': 13.06, 'pressure': 1005, 'humidity': 74, 'dew_point': 9.16, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.74, 'wind_deg': 353, 'wind_gust': 14.61, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691668800, 'temp': 15.4, 'feels_like': 14.75, 'pressure': 1004, 'humidity': 67, 'dew_point': 9.31, 'uvi': 0.42, 'clouds': 84, 'visibility': 10000, 'wind_speed': 7.71, 'wind_deg': 353, 'wind_gust': 16.43, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]}, {'dt': 1691672400, 'temp': 19.03, 'feels_like': 18.32, 'pressure': 1004, 'humidity': 51, 'dew_point': 8.67, 'uvi': 1.3, 'clouds': 0, 'visibility': 10000, 'wind_speed': 8.78, 'wind_deg': 359, 'wind_gust': 15.52, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]}]",1691673124,1691664961,1691704014,19.03,18.32,1004,51,8.67,1.3,0,10000,8.78,359,15.52,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",
25,64,Etc/GMT-4,14400,"[{'dt': 1691625600, 'temp': 26.89, 'feels_like': 29.86, 'pressure': 1004, 'humidity': 84, 'dew_point': 23.96, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.48, 'wind_deg': 247, 'wind_gust': 6.8, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691629200, 'temp': 26.91, 'feels_like': 29.9, 'pressure': 1004, 'humidity': 84, 'dew_point': 23.98, 'uvi': 0, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.4, 'wind_deg': 252, 'wind_gust': 6.61, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691632800, 'temp': 27.09, 'feels_like': 30.24, 'pressure': 1005, 'humidity': 83, 'dew_point': 23.95, 'uvi': 0.15, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.37, 'wind_deg': 246, 'wind_gust': 6.22, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691636400, 'temp': 26.99, 'feels_like': 30, 'pressure': 1005, 'humidity': 83, 'dew_point': 23.85, 'uvi': 0.78, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.45, 'wind_deg': 246, 'wind_gust': 6.3, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691640000, 'temp': 26.96, 'feels_like': 29.93, 'pressure': 1005, 'humidity': 83, 'dew_point': 23.83, 'uvi': 3.22, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.54, 'wind_deg': 245, 'wind_gust': 6.5, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691643600, 'temp': 27.02, 'feels_like': 30.08, 'pressure': 1006, 'humidity': 83, 'dew_point': 23.88, 'uvi': 6.02, 'clouds': 87, 'visibility': 10000, 'wind_speed': 6.55, 'wind_deg': 242, 'wind_gust': 6.51, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691647200, 'temp': 27.2, 'feels_like': 30.51, 'pressure': 1006, 'humidity': 83, 'dew_point': 24.06, 'uvi': 8.85, 'clouds': 28, 'visibility': 10000, 'wind_speed': 6.87, 'wind_deg': 241, 'wind_gust': 6.8, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]}, {'dt': 1691650800, 'temp': 27.26, 'feels_like': 30.77, 'pressure': 1005, 'humidity': 84, 'dew_point': 24.32, 'uvi': 11.39, 'clouds': 41, 'visibility': 10000, 'wind_speed': 6.98, 'wind_deg': 244, 'wind_gust': 6.81, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]}, {'dt': 1691654400, 'temp': 27.39, 'feels_like': 31.11, 'pressure': 1005, 'humidity': 84, 'dew_point': 24.44, 'uvi': 11.81, 'clouds': 52, 'visibility': 10000, 'wind_speed': 8.05, 'wind_deg': 242, 'wind_gust': 8, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]}, {'dt': 1691658000, 'temp': 27.4, 'feels_like': 31.13, 'pressure': 1004, 'humidity': 84, 'dew_point': 24.45, 'uvi': 10.47, 'clouds': 48, 'visibility': 10000, 'wind_speed': 8.41, 'wind_deg': 237, 'wind_gust': 8.51, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]}, {'dt': 1691661600, 'temp': 27.43, 'feels_like': 31.21, 'pressure': 1004, 'humidity': 84, 'dew_point': 24.48, 'uvi': 7.6, 'clouds': 45, 'visibility': 10000, 'wind_speed': 8.95, 'wind_deg': 238, 'wind_gust': 9.6, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]}, {'dt': 1691665200, 'temp': 27.43, 'feels_like': 31.21, 'pressure': 1003, 'humidity': 84, 'dew_point': 24.48, 'uvi': 4.59, 'clouds': 56, 'visibility': 10000, 'wind_speed': 9.45, 'wind_deg': 242, 'wind_gust': 10.71, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]}, {'dt': 1691668800, 'temp': 27.33, 'feels_like': 31.07, 'pressure': 1003, 'humidity': 85, 'dew_point': 24.58, 'uvi': 2.06, 'clouds': 63, 'visibility': 10000, 'wind_speed': 9.64, 'wind_deg': 243, 'wind_gust': 11.33, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]}, {'dt': 1691672400, 'temp': 27.26, 'feels_like': 31.01, 'pressure': 1003, 'humidity': 86, 'dew_point': 24.71, 'uvi': 0.59, 'clouds': 100, 'visibility': 10000, 'wind_speed': 8.73, 'wind_deg': 239, 'wind_gust': 10.12, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}]",1691673124,1691630131,1691677409,27.26,31.01,1003,86,24.71,0.59,100,10000,8.73,239,10.12,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",
-34,-58,America/Montevideo,-10800,"[{'dt': 1691625600, 'temp': 12.88, 'feels_like': 12.6, 'pressure': 1016, 'humidity': 91, 'dew_point': 11.45, 'uvi': 0, 'clouds': 42, 'visibility': 10000, 'wind_speed': 3.41, 'wind_deg': 49, 'wind_gust': 8.1, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]}, {'dt': 1691629200, 'temp': 12.51, 'feels_like': 12.22, 'pressure': 1015, 'humidity': 92, 'dew_point': 11.25, 'uvi': 0, 'clouds': 35, 'visibility': 10000, 'wind_speed': 3.81, 'wind_deg': 54, 'wind_gust': 8.21, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]}, {'dt': 1691632800, 'temp': 12.18, 'feels_like': 11.86, 'pressure': 1015, 'humidity': 92, 'dew_point': 10.92, 'uvi': 0, 'clouds': 67, 'visibility': 10000, 'wind_speed': 4.01, 'wind_deg': 55, 'wind_gust': 9.62, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]}, {'dt': 1691636400, 'temp': 11.69, 'feels_like': 11.32, 'pressure': 1015, 'humidity': 92, 'dew_point': 10.44, 'uvi': 0, 'clouds': 53, 'visibility': 10000, 'wind_speed': 3.49, 'wind_deg': 49, 'wind_gust': 9.1, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]}, {'dt': 1691640000, 'temp': 11.66, 'feels_like': 11.31, 'pressure': 1014, 'humidity': 93, 'dew_point': 10.57, 'uvi': 0, 'clouds': 51, 'visibility': 10000, 'wind_speed': 4, 'wind_deg': 47, 'wind_gust': 9.4, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]}, {'dt': 1691643600, 'temp': 11.61, 'feels_like': 11.25, 'pressure': 1014, 'humidity': 93, 'dew_point': 10.52, 'uvi': 0, 'clouds': 59, 'visibility': 10000, 'wind_speed': 4.27, 'wind_deg': 43, 'wind_gust': 11.31, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]}, {'dt': 1691647200, 'temp': 11.2, 'feels_like': 10.86, 'pressure': 1014, 'humidity': 95, 'dew_point': 10.43, 'uvi': 0, 'clouds': 27, 'visibility': 10000, 'wind_speed': 3.8, 'wind_deg': 33, 'wind_gust': 11, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]}, {'dt': 1691650800, 'temp': 11.25, 'feels_like': 10.94, 'pressure': 1013, 'humidity': 96, 'dew_point': 10.64, 'uvi': 0, 'clouds': 56, 'visibility': 10000, 'wind_speed': 4.55, 'wind_deg': 37, 'wind_gust': 11.61, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]}, {'dt': 1691654400, 'temp': 11.39, 'feels_like': 11.09, 'pressure': 1013, 'humidity': 96, 'dew_point': 10.78, 'uvi': 0, 'clouds': 77, 'visibility': 10000, 'wind_speed': 4.28, 'wind_deg': 31, 'wind_gust': 11, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]}, {'dt': 1691658000, 'temp': 11.7, 'feels_like': 11.43, 'pressure': 1012, 'humidity': 96, 'dew_point': 11.08, 'uvi': 0, 'clouds': 84, 'visibility': 10000, 'wind_speed': 4.1, 'wind_deg': 36, 'wind_gust': 10.01, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'rain': {'1h': 0.27}}, {'dt': 1691661600, 'temp': 11.62, 'feels_like': 11.37, 'pressure': 1012, 'humidity': 97, 'dew_point': 11.16, 'uvi': 0, 'clouds': 88, 'visibility': 10000, 'wind_speed': 4.39, 'wind_deg': 35, 'wind_gust': 10.3, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]}, {'dt': 1691665200, 'temp': 11.83, 'feels_like': 11.58, 'pressure': 1012, 'humidity': 96, 'dew_point': 11.21, 'uvi': 0.08, 'clouds': 91, 'visibility': 10000, 'wind_speed': 4.43, 'wind_deg': 42, 'wind_gust': 10.21, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691668800, 'temp': 13.02, 'feels_like': 12.78, 'pressure': 1012, 'humidity': 92, 'dew_point': 11.75, 'uvi': 0.46, 'clouds': 92, 'visibility': 10000, 'wind_speed': 4.9, 'wind_deg': 32, 'wind_gust': 10.83, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]}, {'dt': 1691672400, 'temp': 14.46, 'feels_like': 14.23, 'pressure': 1011, 'humidity': 87, 'dew_point': 12.32, 'uvi': 1.23, 'clouds': 100, 'visibility': 10000, 'wind_speed': 6.51, 'wind_deg': 32, 'wind_gust': 11.42, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'rain': {'1h': 1.33}}]",1691673124,1691663800,1691702295,14.46,14.23,1011,87,12.32,1.23,100,10000,6.51,32,11.42,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",
